0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Tsunoda,,78.584,111.895,77.194,104.541,77.475,105.26299999999999,561.485,76.88,114.914,76.419,115.624,77.535,109.146,629.379,80.779,80.319,80.43,80.048,79.93,80.236,80.854,80.39699999999998,80.35600000000001,80.274,87.54299999999999,,,,,,,,,,,,,,,,,,,,,,,,
Stroll,,78.09899999999999,116.51899999999999,78.122,106.883,89.64099999999998,737.898,76.737,94.211,103.95100000000001,77.173,95.998,594.826,81.89099999999998,81.17099999999998,81.131,80.98,85.006,81.013,79.931,80.32,80.414,82.068,80.09100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricciardo,,78.436,117.054,78.089,109.825,95.45,115.9,77.281,94.119,90.20100000000001,726.778,76.782,101.41,83.95700000000001,96.196,626.686,81.19800000000002,81.02600000000001,80.488,84.92299999999999,105.2,81.003,81.053,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonso,,80.128,108.01700000000001,78.342,106.307,77.777,108.934,529.552,77.15,110.76,76.83500000000002,112.84299999999999,77.113,105.051,613.194,81.152,82.071,80.803,80.80799999999998,83.007,81.55799999999998,82.2,81.75399999999999,81.271,81.82300000000002,80.48899999999999,,,,,,,,,,,,,,,,,,,,,,,,
Leclerc,,77.07600000000001,123.694,76.705,105.879,173.83900000000003,528.866,75.367,121.881,89.22399999999999,76.37100000000001,105.976,400.74199999999996,113.024,79.904,79.6,79.018,80.782,85.291,114.891,79.97399999999999,79.123,78.956,79.226,79.643,82.863,79.21000000000002,,,,,,,,,,,,,,,,,,,,,,,
Shumacher,,82.89,84.916,79.632,79.07600000000001,78.60600000000001,85.836,101.646,79.59700000000002,78.777,79.05199999999998,95.814,529.306,78.515,106.506,77.61399999999999,105.495,77.35,94.90700000000001,77.89,95.654,601.665,82.491,82.699,81.428,81.29899999999999,82.40700000000001,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,,,76.94,98.67299999999999,76.227,122.936,90.92,75.672,87.48700000000001,670.3960000000001,75.944,110.83200000000001,75.561,105.76799999999999,509.07800000000003,106.45,80.04899999999999,79.94200000000002,85.006,97.948,79.096,79.687,83.288,79.643,80.611,,,,,,,,,,,,,,,,,,,,,,,,,
Vettel,,80.658,91.667,78.057,93.98899999999999,77.82600000000001,103.525,557.488,77.092,104.45200000000001,96.51899999999999,77.809,97.754,664.237,81.126,81.316,81.108,81.027,80.578,80.73100000000001,80.447,81.368,80.482,80.936,91.71700000000001,93.096,,,,,,,,,,,,,,,,,,,,,,,,
Ocon,,,78.305,104.221,77.36,112.159,92.98899999999999,602.809,76.81700000000002,110.306,76.99600000000001,112.557,77.375,91.346,662.22,80.98899999999999,81.646,80.51,80.645,80.363,80.635,80.54599999999998,80.255,80.40899999999998,80.206,80.333,,,,,,,,,,,,,,,,,,,,,,,,
Bottas,,83.70200000000001,77.082,89.055,76.468,86.462,103.87799999999999,75.551,93.321,875.7090000000002,76.127,91.73200000000001,75.641,101.42399999999999,428.301,103.93700000000001,81.03,84.42200000000001,103.442,79.439,79.12100000000001,79.983,80.08500000000002,79.439,,,,,,,,,,,,,,,,,,,,,,,,,,
